alpha,beta,status,anal_norm_hs,anal_norm_ps,anal_norm_md,total_analytical_score,scaled_hs,scaled_ps,scaled_md,total_scaled_score,raw_hs,raw_ps,raw_md
0.800000,0.500000,success,-46.027111,-281.443451,-1.544815,-271.954280,0.715153,0.996420,0.507723,1.766150,8755768.000000,54280,30.500000
0.800000,0.600000,success,-44.260194,-276.481517,-1.892865,-266.581127,0.707899,0.996048,0.509463,1.810416,8819526.000000,55518,28.500000
0.800000,0.700000,success,-40.188647,-268.826191,-2.414941,-256.940059,0.690781,0.995397,0.512072,1.845550,8966445.000000,57428,25.500000
0.800000,0.800000,success,-40.257736,-268.617774,-2.414941,-257.083908,0.691076,0.995378,0.512072,1.897037,8963952.000000,57480,25.500000
0.800000,0.900000,success,-38.724881,-266.862259,-2.588967,-254.544759,0.684493,0.995214,0.512942,1.942312,9019264.000000,57918,24.500000
0.800000,1.000000,success,-39.054110,-265.451435,-2.588967,-254.004225,0.685913,0.995078,0.512942,1.994917,9007384.000000,58270,24.500000
0.800000,1.100000,success,-37.555315,-265.804141,-2.762992,-253.237919,0.679420,0.995112,0.513811,2.040702,9061467.000000,58182,23.500000
0.800000,1.200000,success,-38.880184,-266.621778,-2.588967,-255.284367,0.685163,0.995191,0.512942,2.096847,9013660.000000,57978,24.500000
0.800000,1.300000,success,-37.741102,-261.731988,-2.762992,-250.718583,0.680228,0.994700,0.513811,2.143943,9054763.000000,59198,23.500000
0.800000,1.400000,success,-37.430358,-264.858247,-2.762992,-253.185144,0.678875,0.995019,0.513811,2.194226,9065976.000000,58418,23.500000
0.800000,1.500000,success,-35.986240,-261.972470,-2.937017,-249.969742,0.672546,0.994725,0.514681,2.240348,9118086.000000,59138,22.500000
0.900000,0.500000,success,-42.888795,-295.615824,-1.718840,-309.802457,0.702196,0.997301,0.508593,1.854064,8869012.000000,50744,29.500000
0.900000,0.600000,success,-41.814589,-291.623832,-1.892865,-305.411757,0.697684,0.997078,0.509463,1.900732,8907774.000000,51740,28.500000
0.900000,0.700000,success,-39.625162,-291.287158,-2.240916,-303.352245,0.688369,0.997058,0.511203,1.943563,8986778.000000,51824,26.500000
0.900000,0.800000,success,-39.601523,-290.790163,-2.240916,-303.105402,0.688267,0.997029,0.511203,1.994555,8987631.000000,51948,26.500000
0.900000,0.900000,success,-36.082764,-282.589746,-2.762992,-292.900228,0.672971,0.996501,0.513811,2.032253,9114603.000000,53994,23.500000
0.900000,1.000000,success,-37.073333,-284.601774,-2.588967,-295.803896,0.677316,0.996639,0.512942,2.087233,9078859.000000,53492,24.500000
0.900000,1.100000,success,-34.837875,-280.000562,-2.937017,-290.069099,0.667468,0.996316,0.514681,2.130302,9159524.000000,54640,22.500000
0.900000,1.200000,success,-34.718044,-281.122809,-2.937017,-291.252993,0.666936,0.996397,0.514681,2.181311,9163848.000000,54360,22.500000
0.900000,1.300000,success,-36.185939,-282.156879,-2.762992,-293.719020,0.673425,0.996471,0.513811,2.238204,9110880.000000,54102,23.500000
0.900000,1.400000,success,-34.956680,-278.862283,-2.937017,-290.044559,0.667996,0.996231,0.514681,2.285157,9155237.000000,54924,22.500000
0.900000,1.500000,success,-35.949743,-282.517601,-2.762992,-294.360072,0.672386,0.996496,0.513811,2.339949,9119403.000000,54012,23.500000
1.000000,0.500000,success,-39.000264,-309.371363,-1.892865,-349.318060,0.685681,0.997949,0.509463,1.938362,9009327.000000,47312,28.500000
1.000000,0.600000,success,-38.540480,-306.669954,-2.066891,-346.450569,0.683696,0.997836,0.510333,1.987731,9025918.000000,47986,27.500000
1.000000,0.700000,success,-37.425148,-302.557722,-2.240916,-341.551511,0.678852,0.997650,0.511203,2.034345,9066164.000000,49012,26.500000
1.000000,0.800000,success,-37.464888,-303.319246,-2.240916,-342.576867,0.679026,0.997686,0.511203,2.085674,9064730.000000,48822,26.500000
1.000000,0.900000,success,-35.823732,-300.233068,-2.588967,-338.386870,0.671830,0.997539,0.512942,2.131017,9123950.000000,49592,24.500000
1.000000,1.000000,success,-34.101266,-297.988574,-2.762992,-334.852833,0.664191,0.997426,0.513811,2.175428,9186104.000000,50152,23.500000
1.000000,1.100000,success,-34.138097,-297.283162,-2.762992,-334.460550,0.664355,0.997390,0.513811,2.226937,9184775.000000,50328,23.500000
1.000000,1.200000,success,-33.250592,-293.403395,-2.937017,-330.178408,0.660385,0.997180,0.514681,2.275182,9216800.000000,51296,22.500000
1.000000,1.300000,success,-34.232404,-297.659916,-2.762992,-335.484210,0.664775,0.997409,0.513811,2.330139,9181372.000000,50234,23.500000
1.000000,1.400000,success,-34.263193,-297.363323,-2.762992,-335.494704,0.664913,0.997394,0.513811,2.381642,9180261.000000,50308,23.500000
1.000000,1.500000,success,-32.987348,-293.018624,-2.937017,-330.411498,0.659204,0.997158,0.514681,2.428383,9226299.000000,51392,22.500000
1.100000,0.500000,success,-36.365824,-325.058769,-1.718840,-394.789889,0.674216,0.998501,0.508593,2.026863,9104389.000000,43398,29.500000
1.100000,0.600000,success,-36.255360,-321.259162,-1.892865,-390.776158,0.673731,0.998382,0.509463,2.077629,9108375.000000,44346,28.500000
1.100000,0.700000,success,-33.760509,-318.116871,-2.414941,-385.379526,0.662669,0.998278,0.512072,2.119225,9198400.000000,45130,25.500000
1.100000,0.800000,success,-32.698552,-315.720073,-2.588967,-382.061805,0.657905,0.998193,0.512942,2.166271,9236720.000000,45728,24.500000
1.100000,0.900000,success,-33.177375,-314.661954,-2.588967,-381.635595,0.660057,0.998155,0.512942,2.219675,9219442.000000,45992,24.500000
1.100000,1.000000,success,-32.795353,-317.603844,-2.588967,-384.748548,0.658340,0.998260,0.512942,2.269368,9233227.000000,45258,24.500000
1.100000,1.100000,success,-32.772767,-316.577790,-2.588967,-383.856199,0.658239,0.998224,0.512942,2.320521,9234042.000000,45514,24.500000
1.100000,1.200000,success,-32.484304,-314.213056,-2.762992,-381.434255,0.656940,0.998138,0.513811,2.371465,9244451.000000,46104,23.500000
1.100000,1.300000,success,-31.812211,-313.748125,-2.762992,-380.527038,0.653904,0.998121,0.513811,2.419792,9268703.000000,46220,23.500000
1.100000,1.400000,success,-31.602120,-309.692005,-2.937017,-376.375149,0.652952,0.997962,0.514681,2.471264,9276284.000000,47232,22.500000
1.100000,1.500000,success,-30.983707,-310.317256,-2.937017,-376.738215,0.650144,0.997987,0.514681,2.519952,9298599.000000,47076,22.500000
1.200000,0.500000,success,-32.911165,-337.748173,-1.544815,-438.981380,0.658861,0.998836,0.507723,2.111326,9229048.000000,40232,30.500000
1.200000,0.600000,success,-32.217013,-332.337341,-2.066891,-432.261956,0.655734,0.998703,0.510333,2.160378,9254096.000000,41582,27.500000
1.200000,0.700000,success,-31.350099,-332.938544,-2.240916,-432.444994,0.651809,0.998719,0.511203,2.208114,9285378.000000,41432,26.500000
1.200000,0.800000,success,-30.989666,-332.321309,-2.414941,-431.707189,0.650172,0.998703,0.512072,2.258273,9298384.000000,41586,25.500000
1.200000,0.900000,success,-30.072203,-326.301256,-2.762992,-424.120404,0.645987,0.998537,0.513811,2.306662,9331490.000000,43088,23.500000
1.200000,1.000000,success,-30.839517,-330.509682,-2.414941,-429.866077,0.649488,0.998655,0.512072,2.359947,9303802.000000,42038,25.500000
1.200000,1.100000,success,-30.112442,-323.183014,-2.762992,-420.971350,0.646171,0.998443,0.513811,2.409495,9330038.000000,43866,23.500000
1.200000,1.200000,success,-29.774983,-327.407471,-2.762992,-425.979538,0.644626,0.998569,0.513811,2.459483,9342215.000000,42812,23.500000
1.200000,1.300000,success,-28.903801,-325.203058,-2.937017,-422.965593,0.640625,0.998505,0.514681,2.507916,9373651.000000,43362,22.500000
1.200000,1.400000,success,-28.278155,-320.521686,-3.111042,-417.259638,0.637739,0.998358,0.515550,2.557539,9396227.000000,44530,21.500000
1.200000,1.500000,success,-29.865022,-325.740133,-2.762992,-424.897669,0.645038,0.998521,0.513811,2.613981,9338966.000000,43228,23.500000
1.300000,0.500000,success,-29.385146,-343.696081,-1.544815,-476.962459,0.642838,0.998967,0.507723,2.195356,9356282.000000,38748,30.500000
1.300000,0.600000,success,-28.455047,-342.357401,-2.066891,-474.759802,0.638556,0.998939,0.510333,2.243376,9389844.000000,39082,27.500000
1.300000,0.700000,success,-28.974746,-339.479640,-2.066891,-471.745101,0.640951,0.998876,0.510333,2.296723,9371091.000000,39800,27.500000
1.300000,0.800000,success,-28.409625,-340.032747,-2.240916,-472.244929,0.638346,0.998888,0.511203,2.345863,9391483.000000,39662,26.500000
1.300000,0.900000,success,-27.328269,-335.960594,-2.762992,-466.563735,0.633338,0.998794,0.513811,2.394201,9430503.000000,40678,23.500000
1.300000,1.000000,success,-27.689118,-337.435547,-2.588967,-468.944297,0.635013,0.998829,0.512942,2.446432,9417482.000000,40310,24.500000
1.300000,1.100000,success,-27.603735,-337.956590,-2.588967,-469.795166,0.634617,0.998841,0.512942,2.497346,9420563.000000,40180,24.500000
1.300000,1.200000,success,-26.836892,-332.730127,-2.937017,-462.910478,0.631053,0.998714,0.514681,2.546998,9448234.000000,41484,22.500000
1.300000,1.300000,success,-27.493105,-338.092863,-2.588967,-470.379484,0.634104,0.998844,0.512942,2.599426,9424555.000000,40146,24.500000
1.300000,1.400000,success,-26.647558,-334.028727,-2.937017,-464.996727,0.630171,0.998747,0.514681,2.649095,9455066.000000,41160,22.500000
1.300000,1.500000,success,-27.022652,-335.463599,-2.937017,-467.530857,0.631918,0.998782,0.514681,2.702356,9441531.000000,40802,22.500000
1.400000,0.500000,success,-25.400202,-349.163026,-2.066891,-515.261883,0.624338,0.999074,0.510333,2.278208,9500076.000000,37384,27.500000
1.400000,0.600000,success,-25.308029,-348.818336,-2.240916,-514.998248,0.623906,0.999067,0.511203,2.329322,9503402.000000,37470,26.500000
1.400000,0.700000,success,-25.728322,-350.333369,-1.718840,-517.398227,0.625876,0.999095,0.508593,2.380625,9488236.000000,37092,29.500000
1.400000,0.800000,success,-25.763905,-349.523748,-2.066891,-516.750665,0.626043,0.999080,0.510333,2.433022,9486952.000000,37294,27.500000
1.400000,0.900000,success,-25.338679,-346.565826,-2.588967,-512.860906,0.624050,0.999024,0.512942,2.484332,9502296.000000,38032,24.500000
1.400000,1.000000,success,-25.385625,-347.559816,-2.240916,-514.210283,0.624270,0.999043,0.511203,2.534134,9500602.000000,37784,26.500000
1.400000,1.100000,success,-25.311216,-347.720137,-2.240916,-514.584415,0.623921,0.999046,0.511203,2.584909,9503287.000000,37744,26.500000
1.400000,1.200000,success,-25.340591,-346.429553,-2.414941,-513.239896,0.624059,0.999022,0.512072,2.637176,9502227.000000,38066,25.500000
1.400000,1.300000,success,-25.162287,-345.146986,-2.414941,-511.507490,0.623222,0.998996,0.512072,2.687511,9508661.000000,38386,25.500000
1.400000,1.400000,success,-23.797927,-344.641975,-3.111042,-510.652151,0.616793,0.998986,0.515550,2.737144,9557893.000000,38512,21.500000
1.400000,1.500000,success,-24.000231,-341.716117,-3.111042,-507.069358,0.617749,0.998925,0.515550,2.789569,9550593.000000,39242,21.500000
1.500000,0.500000,success,-22.735803,-354.613939,-2.066891,-555.690157,0.611760,0.999169,0.510333,2.365680,9596219.000000,36024,27.500000
1.500000,0.600000,success,-23.085290,-354.036783,-1.892865,-555.276184,0.613419,0.999160,0.509463,2.417836,9583608.000000,36168,28.500000
1.500000,0.700000,success,-22.982088,-353.491692,-2.240916,-554.788267,0.612929,0.999150,0.511203,2.469497,9587332.000000,36304,26.500000
1.500000,0.800000,success,-23.125724,-353.211130,-2.066891,-554.595931,0.613611,0.999146,0.510333,2.520595,9582149.000000,36374,27.500000
1.500000,0.900000,success,-22.990069,-352.986681,-2.240916,-554.486915,0.612967,0.999142,0.511203,2.571762,9587044.000000,36430,26.500000
1.500000,1.000000,success,-23.204456,-351.263230,-2.066891,-552.166192,0.613984,0.999112,0.510333,2.622984,9579308.000000,36860,27.500000
1.500000,1.100000,success,-22.604472,-353.684077,-2.414941,-555.787023,0.611136,0.999154,0.512072,2.673146,9600958.000000,36256,25.500000
1.500000,1.200000,success,-22.634651,-352.144996,-2.588967,-553.958905,0.611279,0.999127,0.512942,2.725500,9599869.000000,36640,24.500000
1.500000,1.300000,success,-22.904603,-352.850408,-2.588967,-555.545871,0.612561,0.999139,0.512942,2.778095,9590128.000000,36464,24.500000
1.500000,1.400000,success,-22.845436,-349.908518,-2.762992,-551.576402,0.612281,0.999087,0.513811,2.830248,9592263.000000,37198,23.500000
1.500000,1.500000,success,-22.635815,-351.327359,-2.762992,-553.771341,0.611285,0.999113,0.513811,2.880671,9599827.000000,36844,23.500000
